,Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Adj Close_NVDA,Volume_NVDA,rate_of_return_NVDA,diff_NVDA,hl_diff_NVDA,Prev_Close_NVDA,Prev_ror_NVDA,Prev_diff_NVDA,Prev_Volume_NVDA,ror_day_NVDA,Open_SOXL,High_SOXL,Low_SOXL,Close_SOXL,Adj Close_SOXL,Volume_SOXL,rate_of_return_SOXL,diff_SOXL,hl_diff_SOXL,Prev_Close_SOXL,Prev_ror_SOXL,Prev_diff_SOXL,Prev_Volume_SOXL,ror_day_SOXL,Open_SOXS,High_SOXS,Low_SOXS,Close_SOXS,Adj Close_SOXS,Volume_SOXS,rate_of_return_SOXS,diff_SOXS,hl_diff_SOXS,Prev_Close_SOXS,Prev_ror_SOXS,Prev_diff_SOXS,Prev_Volume_SOXS,ror_day_SOXS,Open_TQQQ,High_TQQQ,Low_TQQQ,Close_TQQQ,Adj Close_TQQQ,Volume_TQQQ,rate_of_return_TQQQ,diff_TQQQ,hl_diff_TQQQ,Prev_Close_TQQQ,Prev_ror_TQQQ,Prev_diff_TQQQ,Prev_Volume_TQQQ,ror_day_TQQQ
10,2022-08-31,153.839996,155.399994,149.589996,150.940002,150.815338,57371000,-1.885071552,-2.899994,5.809998,154.679993,-3.082714796,-4.920013,53018100,-0.543054718,14.69,14.7,13.66,14.04,13.901995,86870500,-4.424778761,-0.65,1.04,14.47,-6.64516129,-1.03,77063100,1.520387008,45.91,49.259998,45.91,48.110001,46.97897,18322100,4.791986495,2.200001,3.349998,46.720001,7.082282671,3.09,23692400,-1.73373498,29.16,29.4,27.77,27.809999,27.419336,170515300,-4.629633059,-1.350001,1.63,28.33,-4.900976673,-1.460001,163507400,2.929756442
11,2022-09-01,142.089996,143.800003,132.699997,139.369995,139.254883,117886500,-1.91428044,-2.720001,11.100006,150.940002,-1.885071552,-2.899994,57371000,-5.863260821,13.03,13.26,11.97,13.22,13.090055,113345600,1.458173446,0.19,1.29,14.04,-4.424778761,-0.65,86870500,-7.193732194,51.529999,55.16,50.700001,50.900002,49.703373,23268600,-1.222582985,-0.629997,4.459999,48.110001,4.791986495,2.200001,18322100,7.108704903,27.08,27.93,26.02,27.84,27.448914,198660200,2.806499261,0.76,1.91,27.809999,-4.629633059,-1.350001,170515300,-2.624951551
12,2022-09-02,141,141.710007,135.910004,136.470001,136.3573,74315700,-3.212765248,-4.529999,5.800003,139.369995,-1.91428044,-2.720001,117886500,1.169552313,13.84,14.14,12.63,12.86,12.733594,100737200,-7.080924855,-0.98,1.51,13.22,1.458173446,0.19,113345600,4.689863843,48.439999,53.110001,47.310001,52.470001,51.236465,20764400,8.319574903,4.030002,5.8,50.900002,-1.222582985,-0.629997,23268600,-4.833011598,28.639999,29.040001,26.17,26.68,26.305212,227231500,-6.843572166,-1.959999,2.870001,27.84,2.806499261,0.76,198660200,2.873559626
13,2022-09-06,137.309998,137.789993,133.509995,134.649994,134.538773,53575100,-1.937225285,-2.660004,4.279998,136.470001,-3.212765248,-4.529999,74315700,0.615517692,12.91,13.03,12.07,12.42,12.297919,79919100,-3.795507359,-0.49,0.96,12.86,-7.080924855,-0.98,100737200,0.388802488,52.02,55.450001,51.540001,54.049999,52.779316,15360600,3.902343329,2.029999,3.91,52.470001,8.319574903,4.030002,20764400,-0.857634823,26.76,27.02,25.459999,26.07,25.703779,180541700,-2.578475336,-0.69,1.560001,26.68,-6.843572166,-1.959999,227231500,0.299850075
14,2022-09-07,135.630005,138.380005,133.460007,137.139999,137.067459,51265700,1.113318546,1.509994,4.919998,134.649994,-1.937225285,-2.660004,53575100,0.72782105,12.42,13.32,12.23,12.99,12.862315,79632700,4.589371981,0.57,1.09,12.42,-3.795507359,-0.49,79919100,0,53.830002,54.860001,50.099998,51.419998,50.211147,13805200,-4.477064667,-2.410004,4.760003,54.049999,3.902343329,2.029999,15360600,-0.407024984,26.18,27.9,26.110001,27.610001,27.222145,165784800,5.462188694,1.430001,1.789999,26.07,-2.578475336,-0.69,180541700,0.421940928
15,2022-09-08,134.589996,140.080002,133.690002,139.899994,139.825989,62487300,3.945314034,5.309998,6.39,137.139999,1.113318546,1.509994,51265700,-1.859415939,12.64,13.8,12.37,13.65,13.515829,103258300,7.990506329,1.01,1.43,12.99,4.589371981,0.57,79632700,-2.694380293,52.84,53.990002,48.34,48.759998,47.613686,16842000,-7.721426949,-4.080002,5.650002,51.419998,-4.477064667,-2.410004,13805200,2.76157537,27.030001,28.42,26.639999,28.059999,27.665823,205399900,3.810573296,1.029998,1.780001,27.610001,5.462188694,1.430001,165784800,-2.10068808
16,2022-09-09,141.570007,144.740005,141.259995,143.869995,143.7939,48661200,1.624629432,2.299988,3.48001,139.899994,3.945314034,5.309998,62487300,1.193719136,14.26,14.85,14.19,14.65,14.505999,81908900,2.734922861,0.39,0.66,13.65,7.990506329,1.01,103258300,4.468864469,46.75,46.970001,44.66,45.27,44.20573,19985100,-3.165775401,-1.48,2.310001,48.759998,-7.721426949,-4.080002,16842000,-4.122227405,28.68,30.02,28.66,29.84,29.42082,149367900,4.044630404,1.16,1.36,28.059999,3.810573296,1.029998,205399900,2.209554605
17,2022-09-12,143.690002,145.470001,141.979996,145.050003,144.973282,48415900,0.946482693,1.360001,3.490005,143.869995,1.624629432,2.299988,48661200,-0.125108088,14.83,15.05,14.3,14.78,14.634722,67153300,-0.337154417,-0.05,0.75,14.65,2.734922861,0.39,81908900,1.228668942,44.759998,46.400002,44.080002,44.779999,43.727249,15245000,0.044684989,0.020001,2.32,45.27,-3.165775401,-1.48,19985100,-1.126578308,30.299999,31.030001,30.190001,30.93,30.495508,136570600,2.07921129,0.630001,0.84,29.84,4.044630404,1.16,149367900,1.541551609
18,2022-09-13,138.020004,139.220001,130.990005,131.309998,131.240555,71495600,-4.861618465,-6.710006,8.229996,145.050003,0.946482693,1.360001,48415900,-4.846603829,13.15,13.49,11.95,12.09,11.971162,85975600,-8.060836502,-1.06,1.54,14.78,-0.337154417,-0.05,67153300,-11.02841678,49.880001,53.560001,48.830002,53.139999,51.890717,25681000,6.535681505,3.259998,4.729999,44.779999,0.044684989,0.020001,15245000,11.38901767,28.24,28.610001,25.559999,25.84,25.477009,195648300,-8.498583569,-2.4,3.050002,30.93,2.07921129,0.630001,136570600,-8.697057873
19,2022-09-14,132.539993,132.899994,129.130005,131.279999,131.210556,58850700,-0.950651929,-1.259994,3.769989,131.309998,-4.861618465,-6.710006,71495600,0.936710851,12.28,12.74,11.94,12.46,12.337525,65846900,1.465798046,0.18,0.8,12.09,-8.060836502,-1.06,85975600,1.571546733,52.240002,53.73,50.18,51.200001,49.996323,20160300,-1.990813477,-1.040001,3.55,53.139999,6.535681505,3.259998,25681000,-1.693633829,26.129999,26.67,25.639999,26.42,26.048861,154645900,1.109839308,0.290001,1.030001,25.84,-8.498583569,-2.4,195648300,1.122287152
20,2022-09-15,130.149994,132.330002,127.900002,129.289993,129.221588,52362500,-0.660776826,-0.860001,4.43,131.279999,-0.950651929,-1.259994,58850700,-0.860759452,12.23,12.67,11.59,11.91,11.792932,94630600,-2.616516762,-0.32,1.08,12.46,1.465798046,0.18,65846900,-1.845906902,52.330002,54.93,50.52,53.689999,52.42778,23758400,2.598885817,1.359997,4.41,51.200001,-1.990813477,-1.040001,20160300,2.20703316,25.879999,26.549999,24.65,25.09,24.737545,196865300,-3.052546486,-0.789999,1.899999,26.42,1.109839308,0.290001,154645900,-2.043909917
21,2022-09-16,127.419998,132.119995,126.169998,131.979996,131.910172,67075100,3.578714544,4.559998,5.949997,129.289993,-0.660776826,-0.860001,52362500,-1.446357105,11.47,12.1,11.18,12.06,11.941459,87622100,5.143853531,0.59,0.92,11.91,-2.616516762,-0.32,94630600,-3.694374475,55.439999,56.919998,52.75,52.889999,51.646591,17857100,-4.599567183,-2.55,4.169998,53.689999,2.598885817,1.359997,23758400,3.259452473,24.209999,24.73,23.67,24.6,24.254429,196071800,1.610908782,0.390001,1.06,25.09,-3.052546486,-0.789999,196865300,-3.507377441
22,2022-09-19,130.119995,134.630005,130.100006,133.820007,133.749237,56968500,2.843538382,3.700012,4.529999,131.979996,3.578714544,4.559998,67075100,-1.40930524,11.62,12.44,11.57,12.26,12.139492,75532200,5.507745267,0.64,0.87,12.06,5.143853531,0.59,87622100,-3.648424544,54.950001,55.09,51.290001,52.009998,50.787277,12805600,-5.350323833,-2.940003,3.799999,52.889999,-4.599567183,-2.55,17857100,3.894880013,23.940001,25.23,23.92,25.190001,24.836142,151346300,5.221386582,1.25,1.31,24.6,1.610908782,0.390001,196071800,-2.682922764
23,2022-09-20,132.149994,134.830002,130.570007,131.759995,131.690308,52481800,-0.295118439,-0.389999,4.259995,133.820007,2.843538382,3.700012,56968500,-1.24795465,11.85,12.04,11.43,11.7,11.622917,70577400,-1.265822785,-0.15,0.61,12.26,5.507745267,0.64,75532200,-3.344208809,53.599998,55.41,52.830002,54.389999,53.111328,10509800,1.473882518,0.790001,2.579998,52.009998,-5.350323833,-2.940003,12805600,3.057104521,24.530001,25.190001,23.98,24.59,24.24457,161059300,0.244594364,0.059999,1.210001,25.190001,5.221386582,1.25,151346300,-2.620087232
24,2022-09-21,132.130005,140.309998,131.100006,132.610001,132.539856,80767900,0.363275548,0.479996,9.209992,131.759995,-0.295118439,-0.389999,52481800,0.280821201,11.76,12.92,11.38,11.4,11.324894,125021300,-3.06122449,-0.36,1.54,11.7,-1.265822785,-0.15,70577400,0.512820513,53.950001,55.75,48.610001,55.669998,54.361233,20597100,3.188131544,1.719997,7.139999,54.389999,1.473882518,0.790001,10509800,-0.808968575,24.809999,25.92,23.23,23.24,22.913534,295557600,-6.328089735,-1.569999,2.69,24.59,0.244594364,0.059999,161059300,0.894668564
25,2022-09-22,130.699997,131.490005,124.279999,125.610001,125.543556,75916200,-3.894411719,-5.089996,7.210006,132.610001,0.363275548,0.479996,80767900,-1.440316707,11.17,11.32,10.25,10.51,10.440758,112096100,-5.908683975,-0.66,1.07,11.4,-3.06122449,-0.36,125021300,-2.01754386,56.82,61.369999,56.099998,60.439999,59.019093,15389600,6.370994368,3.619999,5.270001,55.669998,3.188131544,1.719997,20597100,2.065748233,22.85,23.110001,22.07,22.379999,22.065613,215542000,-2.056897155,-0.470001,1.040001,23.24,-6.328089735,-1.569999,295557600,-1.678141136
26,2022-09-23,124.199997,126.110001,122.57,125.160004,125.093796,66330900,0.772952515,0.960007,3.540001,125.610001,-3.894411719,-5.089996,75916200,-1.122525268,10.07,10.14,9.45,10.03,9.96392,120047000,-0.397219464,-0.04,0.69,10.51,-5.908683975,-0.66,112096100,-4.186489058,62.900002,66.099998,62.09,63,61.518913,17142400,0.158979327,0.099998,4.009998,60.439999,6.370994368,3.619999,15389600,4.070157248,21.799999,21.860001,20.450001,21.309999,21.010645,280652000,-2.247706525,-0.49,1.41,22.379999,-2.056897155,-0.470001,215542000,-2.591599758
27,2022-09-26,124.910004,126.589996,122.139999,122.279999,122.215317,54734300,-2.105519907,-2.630005,4.449997,125.160004,0.772952515,0.960007,66330900,-0.199744321,9.91,10.36,9.5,9.55,9.487082,96464800,-3.632694248,-0.36,0.86,10.03,-0.397219464,-0.04,120047000,-1.196410768,63.59,66.050003,60.57,65.769997,64.223793,12041300,3.428207265,2.179997,5.480003,63,0.158979327,0.099998,17142400,0.936507937,21.16,22.209999,20.83,21.02,20.72472,245303900,-0.661625709,-0.14,1.379999,21.309999,-2.247706525,-0.49,280652000,-0.703890225
28,2022-09-27,125.07,127.360001,122.580002,124.129997,124.064339,55385400,-0.751581514,-0.940003,4.779999,122.279999,-2.105519907,-2.630005,54734300,2.281649512,10.04,10.28,9.39,9.81,9.74537,115839400,-2.290836653,-0.23,0.89,9.55,-3.632694248,-0.36,96464800,5.130890052,62.369999,66.800003,60.630001,63.709999,62.212215,12024800,2.14846885,1.34,6.170002,65.769997,3.428207265,2.179997,12041300,-5.169527376,21.82,22.35,20.5,21.040001,20.744438,271960600,-3.574697525,-0.779999,1.85,21.02,-0.661625709,-0.14,245303900,3.805899144
29,2022-09-28,124.099998,128.229996,123.540001,127.360001,127.292633,54241400,2.626916239,3.260003,4.689995,124.129997,-0.751581514,-0.940003,55385400,-0.024167406,9.57,10.35,9.45,10.17,10.102998,119412700,6.269592476,0.6,0.9,9.81,-2.290836653,-0.23,115839400,-2.44648318,65.440002,66.25,60.389999,61.25,59.810051,13377900,-6.402814596,-4.190002,5.860001,63.709999,2.14846885,1.34,12024800,2.71543404,21.030001,22.59,20.68,22.27,21.957159,256019500,5.896333528,1.239999,1.91,21.040001,-3.574697525,-0.779999,271960600,-0.047528515
30,2022-09-29,124.480003,125,119.459999,122.199997,122.135361,53276300,-1.831624313,-2.280006,5.540001,127.360001,2.626916239,3.260003,54241400,-2.261304945,9.7,9.74,8.8,9.29,9.228795,128122600,-4.226804124,-0.41,0.94,10.17,6.269592476,0.6,119412700,-4.621435595,64.459999,69.760002,64.110001,67.089996,65.512749,15349300,4.080045052,2.629997,5.650001,61.25,-6.402814596,-4.190002,13377900,5.240814694,21.309999,21.389999,19.620001,20.389999,20.103569,270097800,-4.317222164,-0.92,1.769998,22.27,5.896333528,1.239999,256019500,-4.310736417
31,2022-09-30,120.870003,126.330002,120.75,121.389999,121.32579,56563800,0.43021096,0.519996,5.580002,122.199997,-1.831624313,-2.280006,53276300,-1.088374822,8.9,9.61,8.74,8.86,8.801627,109534300,-0.449438202,-0.04,0.87,9.29,-4.226804124,-0.41,128122600,-4.198062433,69.709999,70.730003,64.370003,70.730003,69.067192,13823300,1.463210464,1.020004,6.36,67.089996,4.080045052,2.629997,15349300,3.905206672,20.16,21.09,19.280001,19.32,19.048599,256598800,-4.166666667,-0.84,1.809999,20.389999,-4.317222164,-0.92,270097800,-1.127999074
32,2022-10-03,123.470001,126.779999,121.050003,125.120003,125.053818,54747800,1.336358619,1.650002,5.729996,121.389999,0.43021096,0.519996,56563800,1.713487122,9.09,10,8.88,9.7,9.636094,126786100,6.710671067,0.61,1.12,8.86,-0.449438202,-0.04,109534300,2.595936795,67.849998,69.57,60.580002,62.709999,61.235729,14764300,-7.575533016,-5.139999,8.989998,70.730003,1.463210464,1.020004,13823300,-4.07182932,19.700001,21.01,19.360001,20.66,20.369776,223611300,4.873091123,0.959999,1.649999,19.32,-4.166666667,-0.84,256598800,1.966878882
33,2022-10-04,128.789993,132.199997,128.789993,131.669998,131.600357,58418200,2.236202466,2.880005,3.410004,125.120003,1.336358619,1.650002,54747800,2.933176081,10.58,11.1,10.54,11.04,10.967266,114533100,4.347826087,0.46,0.56,9.7,6.710671067,0.61,126786100,9.072164948,57.389999,57.5,53.990002,54.200001,52.925793,15983700,-5.558456274,-3.189998,3.509998,62.709999,-7.575533016,-5.139999,14764300,-8.483495591,21.9,22.77,21.889999,22.58,22.262804,231661800,3.105022831,0.68,0.880001,20.66,4.873091123,0.959999,223611300,6.001936108
34,2022-10-05,129.110001,133.210007,126.209999,132.089996,132.020126,50713100,2.308105474,2.979995,7.000008,131.669998,2.236202466,2.880005,58418200,-1.944252327,10.53,11.66,10.21,11.42,11.344762,110030200,8.452041785,0.89,1.45,11.04,4.347826087,0.46,114533100,-4.619565217,56.82,58.299999,51.279999,52.720001,51.480591,19047300,-7.215767335,-4.099999,7.02,54.200001,-5.558456274,-3.189998,15983700,4.833946405,21.67,23,21.01,22.58,22.262804,229199500,4.199353946,0.91,1.99,22.58,3.105022831,0.68,231661800,-4.030115146
35,2022-10-06,132.199997,136.559998,131.029999,131.300003,131.23056,64415700,-0.680782164,-0.899994,5.529999,132.089996,2.308105474,2.979995,50713100,0.083277313,11.29,11.92,11.05,11.19,11.116277,117138000,-0.885739593,-0.1,0.87,11.42,8.452041785,0.89,110030200,-1.138353765,52.779999,54.099998,50.099998,53.720001,52.457077,16843800,1.780981466,0.940002,4,52.720001,-7.215767335,-4.099999,19047300,0.113805005,22.299999,23.059999,21.92,22.01,21.700813,237543600,-1.300444005,-0.289999,1.139999,22.58,4.199353946,0.91,229199500,-1.240039858
36,2022-10-07,125.050003,126.699997,120.220001,120.760002,120.696121,67247800,-3.430628466,-4.290001,6.479996,131.300003,-0.680782164,-0.899994,64415700,-4.760091285,10.18,10.28,9,9.21,9.149323,134873300,-9.52848723,-0.97,1.28,11.19,-0.885739593,-0.1,117138000,-9.025915996,58.360001,64.120003,57.869999,63.209999,61.723972,21179100,8.310483065,4.849998,6.250004,53.720001,1.780981466,0.940002,16843800,8.637378841,20.879999,20.91,19.16,19.5,19.226072,250972600,-6.60919093,-1.379999,1.75,22.01,-1.300444005,-0.289999,237543600,-5.13403453
37,2022-10-10,120.370003,121.239998,114.080002,116.699997,116.638275,69869900,-3.048937367,-3.670006,7.159996,120.760002,-3.430628466,-4.290001,67247800,-0.322953787,9.07,9.09,7.86,8.28,8.22545,163448700,-8.710033076,-0.79,1.23,9.21,-9.52848723,-0.97,134873300,-1.520086862,63.830002,72.25,63.66,69.730003,68.090706,19714300,9.243303799,5.900001,8.59,63.209999,8.310483065,4.849998,21179100,0.980862221,19.52,19.610001,18.299999,18.889999,18.62464,206499800,-3.227464139,-0.630001,1.310002,19.5,-6.60919093,-1.379999,250972600,0.102564103
38,2022-10-11,115.610001,118.459999,112.830002,115.860001,115.798714,66748200,0.216244268,0.25,5.629997,116.699997,-3.048937367,-3.670006,69869900,-0.934015448,7.81,8.02,7.2,7.57,7.520127,186475200,-3.072983355,-0.24,0.82,8.28,-8.710033076,-0.79,163448700,-5.676328502,73.190002,78.360001,71.400002,75.589996,73.812927,21038900,3.279128207,2.399994,6.959999,69.730003,9.243303799,5.900001,19714300,4.961994624,18.52,19.139999,17.74,18.139999,17.885176,264873500,-2.051841253,-0.380001,1.399999,18.889999,-3.227464139,-0.630001,206499800,-1.958703121
39,2022-10-12,115.790001,117.349998,113.449997,115,114.939171,49259000,-0.682270484,-0.790001,3.900001,115.860001,0.216244268,0.25,66748200,-0.060417745,7.49,7.62,7.23,7.34,7.291642,110516500,-2.002670227,-0.15,0.39,7.57,-3.072983355,-0.24,186475200,-1.05680317,75.699997,78.639999,74.650002,77.720001,75.892853,14188100,2.668433395,2.020004,3.989997,75.589996,3.279128207,2.399994,21038900,0.145523225,18.23,18.639999,17.93,18.1,17.845739,200741900,-0.713110258,-0.13,0.709999,18.139999,-2.051841253,-0.380001,264873500,0.496146665
40,2022-10-13,109.709999,120.779999,108.129997,119.599998,119.536736,85010300,9.014674223,9.889999,12.650002,115,-0.682270484,-0.790001,49259000,-4.60000087,6.42,8.36,6.21,8,7.947294,284532700,24.6105919,1.58,2.15,7.34,-2.002670227,-0.15,110516500,-12.53405995,87.290001,89.589996,66.519997,70.629997,68.969536,29061600,-19.0858103,-16.660004,23.069999,77.720001,2.668433395,2.020004,14188100,12.31343268,16.52,19.620001,16.32,19.309999,19.03874,414753600,16.8886138,2.789999,3.300001,18.1,-0.713110258,-0.13,200741900,-8.729281768
41,2022-10-14,120.57,121.110001,112.040001,112.269997,112.210609,71343200,-6.883970308,-8.300003,9.07,119.599998,9.014674223,9.889999,85010300,0.811038475,8.26,8.27,6.87,6.93,6.884343,177216100,-16.10169492,-1.33,1.4,8,24.6105919,1.58,284532700,3.25,68.199997,80.599998,68.150002,80.050003,78.168076,17403900,17.37537613,11.850006,12.449996,70.629997,-19.0858103,-16.660004,29061600,-3.440464538,19.85,19.98,17.459999,17.57,17.323183,335066300,-11.4861461,-2.28,2.520001,19.309999,16.8886138,2.789999,414753600,2.796483832
42,2022-10-17,115.18,119.480003,115.169998,118.879997,118.817116,58077400,3.212360653,3.699997,4.310005,112.269997,-6.883970308,-8.300003,71343200,2.591968538,7.47,7.67,7.2,7.33,7.281708,113321500,-1.87416332,-0.14,0.47,6.93,-16.10169492,-1.33,177216100,7.792207792,73.620003,76.769997,71.349998,75.25,73.480919,13056100,2.214068098,1.629997,5.419999,80.050003,17.37537613,11.850006,17403900,-8.032479399,18.809999,19.5,18.799999,19.299999,19.028879,230025400,2.60499748,0.49,0.700001,17.57,-11.4861461,-2.28,335066300,7.057478657
43,2022-10-18,123.440002,124.919998,116.18,119.669998,119.606689,65936200,-3.054118551,-3.770004,8.739998,118.879997,3.212360653,3.699997,58077400,3.83580511,8.04,8.21,7.04,7.4,7.351247,185506400,-7.960199005,-0.64,1.17,7.33,-1.87416332,-0.14,113321500,9.68622101,68.019997,78.040001,66.25,74.269997,72.523956,16835500,9.188474383,6.25,11.790001,75.25,2.214068098,1.629997,13056100,-9.607977409,20.870001,21,19.17,19.780001,19.502138,346276900,-5.222807608,-1.09,1.83,19.299999,2.60499748,0.49,230025400,8.13472581
