id,pub_year,name,organization,degree,org_name,org_organization,thesis_id,title
1276029,2002,장원경,동국대학교,석사,장원경,동국대학교 불교대학원,KDMT1200264199,종합병원 이용환자의 의료서비스 만족도 연구
1324105,2007,정미경,계명대학교,석사,정미경,계명대학교 교육대학원,KDMT1200720797,"만 5세의 형제 성별 구성에 따른 형제관계의 질, 사회적 능력 및 정서능력의 차이"
989160,2015,윤현철,부산대학교,박사,윤현철,부산대학교 대학원,KDMT1201510046,RCP 시나리오 기반 Blue Water Development를 활용한 청정 수자원 확보 방안 연구 : Blue Reservoir를 중심으로
185941,1998,권영채,광운대학교,석사,권영채,光云大學校 大學院,KDMT1199839513,멀티미디어 서비스를 위한 MPEG-4 동적 BIFS 발생기에 관한 연구
1018423,2014,이남,광주여자대학교,석사,이남,광주여자대학교 사회개발대학원,KDMT1201457923,AHP 기법을 적용한 SNS 품질요인 및 SNS 매체 평가에 관한 연구
963103,2016,유혜인,성균관대학교,석사,유혜인,성균관대학교 대학원,KDMT1201612693,아동대상 지역사회서비스투자사업의 서비스 품질이 이용자 만족도에 미치는 영향에 관한 연구 : 위계선형모형(HLM)을 이용한 분석
993175,2011,이 송,서울대학교,석사,이 송,서울대학교 대학원,KDMT1201124153,Tyrosinase inhibitory activity and antioxidative activity of caffeoyl-amino acid-hydroxamic acid and antioxidative activity of caffeoyl-proline dipeptide
1139412,2008,이재광,인하대학교,박사,이재광,인하대학교 대학원,KDMT1200812800,C1 액체연료전지를 위한 지속가능 전극촉매 개발
468013,2020,김탄,서울대학교,석사,김탄,서울대학교 대학원,KDMT1202064028,기업 경쟁우위 전략으로서의 기업사회책임
1052418,2012,이상근,서울과학기술대학교,석사,이상근,서울과학기술대학교 IT정책전문대학원,KDMT1201203934,지상파방송 디지털 전환 후 여유 주파수 수요공급 분석에 관한 연구
1601488,2015,함민주,서강대학교,석사,함민주,서강대학교 기술경영전문대학원,KDMT1201549240,내부협력과 공급사통합이 신제품 개발 성과에 미치는 영향 : 환경동태성의 조절효과
898526,2001,염상원,순천향대학교,석사,염상원,순천향대학교 대학원,KDMT1200105617,RP장비를 이용한 뇌모형 제작용 3차원 모델링의 최적화
664488,2008,박정민,경남대학교,석사,박정민,경남대학교 교육대학원,KDMT1200839484,쿠르트 슈비터스(Kurt Schwitters)의 메르즈(Merz) 연구
288436,2012,김봉근,동서대학교,석사,김봉근,동서대학교 디자인&IT전문대학원,KDMT1201202641,대용량 데이터전송을 위한 IP SAN 보안환경 설계
1147003,2014,이재훈,고신대학교,박사,이재훈,고신대학교 대학원,KDMT1201430571,Highly bioadhesive glue as novel hemostatic and wound healing biomaterial
448892,2003,김지혜,한양대학교,석사,김지혜,한양대학교 대학원,KDMT1200361550,관광개발에 대한 지역언론의 보도경향 분석: 강원지역 신문을 중심으로
876744,2020,양서인,건국대학교,석사,양서인,건국대학교 건축전문대학원,KDMT1202019165,서울시 역세권 청년주택의 도시·건축적 특징분석과 개선방안 연구 : 서대문구 대현동 합병 필지를 대상으로
1501966,2012,최승묵,건양대학교,석사,최승묵,건양대학교 보건복지대학원,KDMT1201200127,허베이 스피리트호 유류 유출사고 군인 방제작업자 급성 건강영향조사 결과
415590,1999,김정운,목포대학교,석사,김정운,木浦大學校 大學院,KDMT1199933553,한국 자생차(Camellia sinensis L.)의 주요특성과 교잡염성에 관한 연구
837299,2010,신준섭,한양대학교,석사,신준섭,한양대학교 대학원,KDMT1201013159,조직문화유형과 코칭리더십이 조직몰입과 직무만족에 미치는 영향
