,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
40,자유한국당,경기도,경기도,이애형,약사,56,19620505,숙명여자대학교 제약학과 졸업,(현)대한약사회 약바로쓰기운동본부 본부장,0
41,더불어민주당,경기도,경기도,김은주,한국노인상담연구소 소장,46,19720502,이화여자대학교 대학원수료(임상사회복지전공 박사과정),(전)경기도노인자살예방센터 실장,0
42,더불어민주당,경기도,경기도,최종현,케이오텍주식회사 대표이사,53,19650207,명지대학교 대학원 수료(지방행정학 박사과정),(현)더불어민주당 경기도당 장애인위원회 위원장,0
43,더불어민주당,경기도,경기도,전승희,정당인,53,19641030,순천대학교 대학원 수료(영어영문학과 석사과정),(현)경기도호남향우회총연합회 10대 여성위원장,0
44,더불어민주당,경기도,경기도,김용성,정당인,49,19681117,연세대학교 행정대학원 졸업(행정학석사),(전)더불어민주당 경기도당 사무처장,0
45,더불어민주당,경기도,경기도,왕성옥,정당인,54,19640203,서강대학교 공공정책대학원 졸업(사회복지학석사),(전)한국양성평등교육진흥원 선임연구원,0
46,자유한국당,강원도,강원도,최종희,강릉 YWCA 이사,59,19580627,강릉영동대학교 사회복지학과 재학,(현)강릉 YWCA 이사,0
47,더불어민주당,강원도,강원도,안미모,주부,51,19670218,강원대학교 교육대학원 졸업(교육학석사),(전)중등교사,0
48,더불어민주당,강원도,강원도,정수진,디자이너,48,19691005,서강실업전문대학 산업디자인과 졸업,(전)민주동우지원단 강원도 단장,0
49,자유한국당,강원도,강원도,심영미,사회복지사,48,19690922,상지대학교 사회복지정책 대학원 졸업(사회복지학 석사),(현)반곡관설동 주민자치위원회 감사,0
50,더불어민주당,강원도,강원도,정유선,컨설턴트,51,19670125,성공회대학교 NGO대학원 졸업(여성학석사),(현)한국성인지예산네트워크 공동대표,0
51,더불어민주당,충청북도,충청북도,송미애,정당인,55,19621009,한남대학교 교육대학원 상담교육전공 교육학석사,(전)더불어민주당 충청북도당 총무실장,0
52,자유한국당,충청북도,충청북도,이옥규,자영업,52,19651120,충북대학교 대학원 패션디자인정보학 박사,(현)(사)한국BBS 중앙연맹부총재,0
53,더불어민주당,충청북도,충청북도,최경천,회사원,55,19621019,동두천중앙고등학교 졸업,(현)한국노총 충북지역본부 사무처장,0
54,정의당,충청남도,충청남도,이선영,순성중학교 행정실무원,42,19760529,천안공업대학(현 공주대학교) 전자계산과 졸업,(현)세종충남지역노조 충공호지회 수석부지회장,0
55,더불어민주당,충청남도,충청남도,황영란,사회복지사,53,19641101,나사렛대학교 재활복지대학원졸업,(전)더불어민주당 충남도당 장애인위원장,0
56,자유한국당,충청남도,충청남도,김옥수,정당인,58,19590728,삼성여자고등학교 졸업,(현)옛 한옥마을대표,0
57,더불어민주당,충청남도,충청남도,이계양,자영업,55,19620721,고려대학교 경제학과 졸업,(현)더불어민주당 국토정보화진흥 특별위원회 부위원장,0
58,민주평화당,전라북도,전라북도,홍성임,정당인,63,19550105,원광대학교 사학과 박사과정 수료,(현)민주평화당 전라북도당 여성위원장,0
59,정의당,전라북도,전라북도,최영심,교육공무직원,48,19691003,우석대학교 교육대학원 졸업(교육학석사),(현) 교육공무직본부 수석부본부장,0
60,더불어민주당,전라북도,전라북도,박희자,전미지역아동센터 대표,56,19620310,우석대학교 아동복지학과 졸업,(전)전북학교운영위원장협의회 회장,0
61,더불어민주당,전라북도,전라북도,진형석,유통업,42,19750624,전주대학교 경영대학 금융보험부동산학부 졸업,(현)더불어민주당 전라북도당 중소기업특별위원장,0
62,더불어민주당,전라남도,전라남도,윤명희,(주)그린이앤씨 대표이사,57,19600823,목포대학교 대학원 전기공학과 졸업(공학석사),(현)더불어민주당전남도당 여성위원장,0
63,정의당,전라남도,전라남도,최현주,시민단체 활동가,49,19690406,목포대학교 인문과학대학 국어국문학과 졸업,(현)정의당전남도당 부위원장,0
64,민주평화당,전라남도,전라남도,김복실,장흥주류상사대표,69,19490505,세한대학교 사회복지학과 졸업,(전)장흥군의회의장(7대),0
65,더불어민주당,전라남도,전라남도,한근석,생태유아학교 코끼리어린이집 이사장,57,19601127,숭실대학교 법학과 졸업,(전)더불어민주당 순천시 지역위원회 사무국장,0
66,더불어민주당,전라남도,전라남도,정옥임,정당인,46,19710727,전남과학대학화훼원예과졸업,(전)옥과중학교운영위원장,0
67,더불어민주당,전라남도,전라남도,김경자,한우리영농조합법인 대표이사,44,19740412,"조선대학교병설공업전문대학(현,조선이공대학교)전자계산과 졸업",(현)민주평화통일자문회의 함평군협의회 여성위원장,0
68,자유한국당,경상북도,경상북도,박채아,회사원,31,19861013,영남대학교 경영학과 졸업,(현)근무 세무사,0
69,더불어민주당,경상북도,경상북도,김영선,(주)토리식품 대표이사,51,19661127,경북대학교 농학석사(농촌개발),(전)19대 대선 여성본부 경북2본부장,0
70,바른미래당,경상북도,경상북도,박미경,여성기업인,44,19731102,대구가톨릭대학교 교육대학원(석사) 졸업,(현)바른미래당 전국여성위원회 부위원장,0
71,더불어민주당,경상북도,경상북도,박태춘,건설업,57,19610125,용인대학교 경호학박사,(전)안동과학대학 경호경찰과 전임교수,0
72,자유한국당,경상북도,경상북도,윤승오,한국노총영천지역 의장,56,19620405,대경대학교 사회복지과 졸업,(현)한국노총 경북지역본부 부의장,0
73,자유한국당,경상북도,경상북도,이선희,주식회사 둥지 대표이사,55,19620917,영남대학교 행정대학원 문화행정학 석사,(전)자유한국당 경북도당 여성위원장,0
74,자유한국당,경상남도,경상남도,윤성미,약사,58,19591009,경상대학교 식의약품대학원 식의약품학과 졸업(약학석사),(현)한국마약퇴치운동본부 경남지부장,0
75,정의당,경상남도,경상남도,이영실,정당인,55,19621215,동국대학교 사범대학 가정교육과 졸업,(현)노회찬원내대표 사회복지특보,0
76,더불어민주당,경상남도,경상남도,황재은,정당인,51,19670507,경상대학교 대학원 교육학과 졸업(교육학박사),(현) 더불어민주당 중앙당 부대변인,0
77,자유한국당,경상남도,경상남도,조영제,정당인,55,19620727,경남대학교 행정대학원 정치외교학과 졸업(정치학석사),(현)(사)전국고용서비스협회 경상남도지회 고문,0
78,더불어민주당,경상남도,경상남도,신상훈,정당인,28,19900426,인제대학교 정치외교학과 졸업,(현)더불어민주당 경남도당 청년위원장,0
79,더불어민주당,경상남도,경상남도,김경영,강사,54,19631020,창원대학 영어영문학과 졸업,(전) 경남 여성 단체연합 상임대표,0
80,더불어민주당,제주특별자치도,제주특별자치도,강민숙,자영업,56,19611218,제주산업정보대학 졸업,(전)참여정부평가포럼제주공동집행위원장,0
81,정의당,제주특별자치도,제주특별자치도,고은실,제조업 신명누리대표,55,19630426,우석대학교 사범대학 특수교육과 졸업,(현)제주특별자치도장애인배구협회회장,0
82,바른미래당,제주특별자치도,제주특별자치도,한영진,보육사업,53,19640820,탐라대학교(현 제주국제대학교) 교육대학원(유아교육학) 석사,(현)아이건강제주연대 상임대표,0
83,자유한국당,제주특별자치도,제주특별자치도,오영희,정당인,49,19690322,제주대학교 대학원(박사) 경영학과 수료,(현)대한적십자사 전국대의원,0
84,더불어민주당,제주특별자치도,제주특별자치도,문경운,정당인,56,19610926,제주대학교 경영대학원(석사),(현)제주자치분권연구소 이사,0
85,더불어민주당,제주특별자치도,제주특별자치도,김경미,사회복지사,51,19660726,탐라대학교(현 국제대학교) 경영행정대학원 사회복지학과(석사),(전)제주특별자치도지체장애인협회 부설 제주여성 장애인상담소장,0
86,더불어민주당,제주특별자치도,제주특별자치도,고현수,인권활동가,51,19661215,탐라대학교(현 제주국제대학교) 정책개발대학원 사회복지학과(석사),(현)제주시민사회단체연대회의 공동대표,0
