,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
40,새누리당,대구광역시,동구갑,정종섭,정당인,58,19570616,연세대학교 대학원 법학과 박사과정 졸업(법학박사),(전)행정자치부 장관,49.06
41,무소속,대구광역시,동구을,유승민,국회의원,58,19580107,"미국 위스콘신대학교(매디슨) 경제학과 졸업(경제학 박사, 1983.9~1987.12)",(전)새누리당 원내대표,75.74
42,새누리당,대구광역시,서구,김상훈,국회의원,53,19630125,미국 오리건대학교 행정대학원 행정학석사 졸업(2004.08 ~ 2006.06),(전) 새누리당 원내부대표,58.21
43,새누리당,대구광역시,북구갑,정태옥,정당인,54,19611127,고려대학교 법과대학 졸업,(전)대구광역시 행정부시장,53.72
44,무소속,대구광역시,북구을,홍의락,정치인,61,19550311,고려대학교 농과대학 농업경제학과 졸업,(전)19대 국회의원,52.33
45,더불어민주당,대구광역시,수성구갑,김부겸,정당인,58,19580121,서울대학교 정치학과 졸업,"(전)제16대, 17대, 18대 국회의원",62.3
46,무소속,대구광역시,수성구을,주호영,국회의원,55,19601210,영남대학교 대학원 법학박사,(전)박근혜 대통령 정무특별보좌관,46.82
47,새누리당,대구광역시,달서구갑,곽대훈,정당인,60,19550605,서울대학교 행정대학원 행정학과 수료(석사과정),(전)대구광역시 달서구청장,69.88
48,새누리당,대구광역시,달서구을,윤재옥,국회의원,54,19610910,경찰대학교 법학과 졸업,(전) 새누리당 원내부대표,64.41
49,새누리당,대구광역시,달서구병,조원진,국회의원,57,19590107,영남대학교 행정대학원 정책분석학과 졸업(행정학 석사),(현)제19대 국회의원,66.24
50,새누리당,대구광역시,달성군,추경호,정당인,55,19600729,고려대학교 경영학과 졸업,(전)국무조정실장(장관급),48.07
51,무소속,인천광역시,중구동구강화군옹진군,안상수,국회의원,69,19460528,서울대학교 대학원 졸업(경영학석사),(전)민선3·4대 인천광역시장,31.87
52,새누리당,인천광역시,남구갑,홍일표,국회의원,60,19560211,건국대학교 대학원 법학과 졸업(법학석사),(전)인천지법·서울고법 판사,44.83
53,무소속,인천광역시,남구을,윤상현,국회의원,53,19621201,美. 조지워싱턴대학교 정치학 박사(1990. 9.~1994. 5.),(전)새누리당 사무총장,48.1
54,더불어민주당,인천광역시,연수구갑,박찬대,공인회계사,48,19670510,서울대학교대학원 경영학과 졸업(경영학석사),(현) 더불어민주당 인천 연수구갑 지역위원장,40.57
55,새누리당,인천광역시,연수구을,민경욱,정당인,52,19630617,연세대학교 국제학대학원 행정학전공 석사과정 졸업,(전) 청와대 대변인,44.35
56,더불어민주당,인천광역시,남동구갑,박남춘,국회의원,57,19580702,영국 웨일즈대학교 국제운송 이학석사(1993.9.~1995.2.),(전)참여정부 청와대 인사수석(차관급),50.58
57,더불어민주당,인천광역시,남동구을,윤관석,정당인,55,19600817,한양대학교 신문학과 졸업,(전)인천시 민선5기 초대대변인,55.49
58,새누리당,인천광역시,부평구갑,정유섭,정당인,61,19541206,고려대학교 법과대학 행정학과 졸업,(전)인천지방해양수산청장,34.21
59,더불어민주당,인천광역시,부평구을,홍영표,제19대 국회의원,58,19570430,동국대학교 대학원 행정학과 박사과정 수료,(전)참여정부 국무총리실 시민사회비서관,43.77
60,더불어민주당,인천광역시,계양구갑,유동수,(주)하우징텐 대표이사,54,19610918,연세대학교 경영학과 졸업,(전)인천도시공사 상임감사,43.48
61,더불어민주당,인천광역시,계양구을,송영길,(사)먹고사는문제연구소 이사장,53,19630321,연세대학교 경영학과 졸업,"(전)제16,17,18대 국회의원",43.29
62,새누리당,인천광역시,서구갑,이학재,국회의원,51,19640819,중앙대학교 대학원 지역사회개발학과 졸업(경제학 박사),(현)제19대 국회의원(재선),44.45
63,더불어민주당,인천광역시,서구을,신동근,치과의사,54,19611222,서울대학교 치의학과 대학원(박사과정) 수료,(전)인천광역시 정무부시장,45.84
64,국민의당,광주광역시,동구남구갑,장병완,제19대 국회의원,63,19520505,서울대학교 상과대학 무역학과 학사 졸업,(전)기획예산처 장관,55.62
65,국민의당,광주광역시,동구남구을,박주선,국회의원,66,19490723,서울대학교 법과대학 행정학과 졸업,(전) 김대중대통령 법무비서관,54.7
66,국민의당,광주광역시,서구갑,송기석,변호사,52,19631028,건국대학교 법과대학 법학과 졸업,(전)광주지방법원 부장판사,56.23
67,국민의당,광주광역시,서구을,천정배,정치인,61,19541212,서울대학교 대학원 법학과 졸업(법학석사),(전)법무부장관,54.52
68,국민의당,광주광역시,북구갑,김경진,변호사,49,19660714,고려대학교 법과대학 법학과 졸업,(전)광주지방검찰청 부장검사,70.8
69,국민의당,광주광역시,북구을,최경환,(사) 김대중평화센터 공보실장 겸 대변인,56,19590728,성균관대학교 사학과 졸업,(전)김대중정부 청와대 공보비서관,55.29
70,국민의당,광주광역시,광산구갑,김동철,제19대 국회의원,60,19550630,서울대학교 법학과 졸업,(전) 김대중대통령 정무기획비서관,53.03
71,국민의당,광주광역시,광산구을,권은희,제19대 국회의원,42,19740215,연세대학교 법학대학원 졸업(법학석사),(전) 권은희 법률사무소,50.14
72,새누리당,대전광역시,동구,이장우,국회의원,51,19650210,대전대학교 대학원 행정학과 졸업(행정학 박사),(현)제19대 국회의원,44.05
73,새누리당,대전광역시,중구,이은권,정당인,57,19581105,단국대학교 행정법무대학원 졸업(행정학 석사),(전)대전광역시 중구청장,41.64
74,더불어민주당,대전광역시,서구갑,박병석,국회의원,64,19520125,한양대 대학원 신문방송학과 박사과정 수료,(전)19대 국회부의장,48.66
75,더불어민주당,대전광역시,서구을,박범계,국회의원,52,19630427,연세대학교 법학과 졸업,(현)제19대 국회의원,49.53
76,더불어민주당,대전광역시,유성구갑,조승래,정당인,48,19680221,충남대학교 평화안보대학원 (석사) 졸업,(전)노무현 대통령 비서실 비서관,48.28
77,더불어민주당,대전광역시,유성구을,이상민,국회의원,58,19580122,충남대학교 법과대학 졸업,(현)국회 법사위원장,56.87
78,새누리당,대전광역시,대덕구,정용기,국회의원,53,19620601,연세대학교 정치외교학과 졸업,(전)대덕구청장(민선4·5기),45.46
79,새누리당,울산광역시,중구,정갑윤,국회의원,65,19501108,울산대학교 산업기술대학원 공학석사(산업관리공학),"(전)제16,17,18대 국회의원",46.98
80,새누리당,울산광역시,남구갑,이채익,국회의원,60,19550527,울산대학교 대학원 졸업(행정학박사),(전)민선 초대·2대 울산광역시 남구청장,42.19
81,새누리당,울산광역시,남구을,박맹우,국회의원,64,19511206,동의대학교 대학원 행정학과 행정학박사 졸업,(전)울산광역시장,42.97
82,무소속,울산광역시,동구,김종훈,정치인,51,19640703,울산대학교 국어국문학과 졸업,(전)제3대 울산광역시의회의원,58.88
83,무소속,울산광역시,북구,윤종오,회사원,52,19630814,부산대학교 행정대학원 행정학석사(사회복지학),(전)울산광역시 북구청장,61.49
84,무소속,울산광역시,울주군,강길부,국회의원,73,19420605,서울대학교 환경대학원 환경계획학과 졸업(도시계획학 석사),(전) 건설교통부 차관,40.27
85,무소속,세종특별자치시,세종특별자치시,이해찬,국회의원,63,19520710,서울대학교 졸업,(전)제36대 국무총리,43.72
86,더불어민주당,경기도,수원시갑,이찬열,국회의원,56,19590715,연세대학교 경제대학원 졸업 (경제학 석사),(현) 수원시갑(장안구) 재선 국회의원,47.42
87,더불어민주당,경기도,수원시을,백혜련,변호사,49,19670217,고려대학교 문과대학 사회학과 졸업,(전)수원지방검찰청 검사,47.14
88,더불어민주당,경기도,수원시병,김영진,정당인,48,19670910,중앙대학교 경영학과 졸업,(전) 2012년 민주통합당 팔달구 국회의원후보,53.93
89,더불어민주당,경기도,수원시정,박광온,국회의원,59,19570326,고려대학교 문과대학 사회학과 졸업,(전)더불어민주당 문재인 당대표 비서실장,46.34
90,더불어민주당,경기도,수원시무,김진표,정당인,68,19470504,서울대학교 법과대학 법학과 졸업,(전) 참여정부 경제부총리,51.48
91,더불어민주당,경기도,성남시수정구,김태년,국회의원,51,19650320,경희대학교 행정대학원 졸업(행정학석사),(현)제19대 국회의원(재선),44.57
92,새누리당,경기도,성남시중원구,신상진,국회의원,59,19560628,서울대학교 의과대학 의학과 졸업,(전)을지대 교수,43.41
93,더불어민주당,경기도,성남시분당구갑,김병관,기업인,43,19730115,한국과학기술원 공학석사(경영공학 전공),(현)더불어민주당 비상대책위원회 위원,47.03
94,더불어민주당,경기도,성남시분당구을,김병욱,가천대학교 경영학과 겸임교수,50,19650415,고려대학교 경영대학원 졸업(경영학 석사),(전)손학규 대표 정책특보,39.85
95,더불어민주당,경기도,의정부시갑,문희상,국회의원,71,19450303,서울대학교 법학과 졸업,(전)참여정부 대통령비서실장,42.84
96,새누리당,경기도,의정부시을,홍문종,국회의원,61,19550405,미 하버드대학교 교육대학원 교육학부 졸업(1989.9.~1992.6. 교육학 박사),(전)새누리당 사무총장,41.51
97,더불어민주당,경기도,안양시만안구,이종걸,국회의원,58,19570522,서울대학교 법과대학 공법학과 졸업,(전)법무법인 나라 대표 변호사,45.39
98,더불어민주당,경기도,안양시동안구갑,이석현,국회의원,65,19510316,서울대학교 법과대학 졸업,(전)국회 보건복지위원장,50.05
99,새누리당,경기도,안양시동안구을,심재철,국회의원,58,19580118,서울대학교 사범대학 외국어교육학과(영어) 졸업,(전)서울대학교 총학생회장,41.46
100,더불어민주당,경기도,부천시원미구갑,김경협,국회의원,53,19621107,고려대학교 대학원 경제학 석사,(전)노무현 대통령 청와대 비서관,42.43
101,더불어민주당,경기도,부천시원미구을,설훈,국회의원,62,19530423,고려대학교 사학과 졸업,(전)국회 교육문화체육관광위원장,42.84
102,더불어민주당,경기도,부천시소사구,김상희,국회의원,61,19540518,이화여자대학교 약학대학 제약학과 졸업,(전)국회여성가족위원회 위원장,43.75
103,더불어민주당,경기도,부천시오정구,원혜영,국회의원,64,19510927,서울대학교 사범대학 역사교육과 졸업,(전)(주)풀무원식품 창업자,44.78
104,더불어민주당,경기도,광명시갑,백재현,국회의원,64,19510704,경기대학교 무역학과 졸업,"(전)민선2,3기 광명시장 ",39.4
105,더불어민주당,경기도,광명시을,이언주,국회의원,43,19721108,연세대학교 법무대학원 경제법무 졸업(법학석사),(현)제19대 광명시(을) 국회의원,52.18
106,새누리당,경기도,평택시갑,원유철,국회의원,53,19620926,고려대학교 정치외교학과 졸업,(현)새누리당 원내대표,55.48
107,새누리당,경기도,평택시을,유의동,국회의원,44,19710623,미국캘리포니아주립대학교(UC San Diego)졸업 태평양지역국제관계석사(1999.9~2001.6),(현)제19대 국회의원,40.54
108,새누리당,경기도,동두천시연천군,김성원,국회 미래전략 자문위원회 위원,42,19731015,고려대학교 대학원 토목환경공학과 졸업(공학박사),(전)국회의장 정무비서관,52.51
109,더불어민주당,경기도,안산시상록구갑,전해철,국회의원,53,19620518,고려대학교 법과대학 법학과 졸업,(전)노무현정부 청와대 민정수석,38.8
110,더불어민주당,경기도,안산시상록구을,김철민,(주)안산종합건축사 대표건축사,59,19570215,한양대학교 산업경영디자인대학원졸업(경영학석사),(전)안산시장,34.03
111,새누리당,경기도,안산시단원구갑,김명연,국회의원,52,19640228,한양대학교 행정·자치대학원 지방자치학과 졸업(지방자치학석사),(현) 제19대 국회의원 (안산시단원구갑),39.29
112,새누리당,경기도,안산시단원구을,박순자,정당인,57,19581012,한양대학교 일반대학원 행정학과(행정학박사),"(전) 제17대, 18대 국회의원",38.08
113,정의당,경기도,고양시갑,심상정,국회의원,57,19590220,서울대학교 사범대학 사회교육학과 졸업,(현)국회의원,52.97
114,더불어민주당,경기도,고양시을,정재호,입법정책연구소 '우리고양' 대표,50,19651022,고려대학교 행정학과 졸업,(전)노무현대통령 청와대 사회조정비서관,42.25
115,더불어민주당,경기도,고양시병,유은혜,국회의원,53,19621002,이화여자대학교 정책과학대학원 졸업(정책학 석사),(현)제19대 국회의원,47.73
116,더불어민주당,경기도,고양시정,김현미,정치인(국회의원),53,19621129,연세대학교 사회과학대학 정치외교학과 졸업,(현)19대 국회의원,49.15
117,더불어민주당,경기도,의왕시과천시,신창현,(사)환경분쟁연구소장,62,19530627,고려대학교 법과대학 행정학과 졸업,(전)의왕시장,41.36
118,더불어민주당,경기도,구리시,윤호중,국회의원,53,19630327,서울대학교 철학과 졸업,(현) 제19대 국회의원(재선),46.58
119,더불어민주당,경기도,남양주시갑,조응천,별주부짱 매니저(요식업),53,19620917,서울대학교 법과대학 공법학과 졸업,(전)청와대 공직기강비서관,40.07
120,더불어민주당,경기도,남양주시을,김한정,연세대학교 원주캠퍼스 객원교수,52,19630906,"럿거스, 뉴저지주립대학교 대학원 정치학과 졸업(1994.09~1997.06 문학석사)",(전)김대중 대통령 청와대 제1부속실장,38.63
121,새누리당,경기도,남양주시병,주광덕,정당인,55,19600726,고려대학교 법학과 졸업,(전)청와대정무비서관,42.48
122,더불어민주당,경기도,오산시,안민석,제19대 국회의원(경기 오산시/더불어민주당),49,19660813,미국 노던 콜로라도 대학교 교육학 박사 (1990.09.~1993.05.),(현)제19대 국회의원,50.48
123,새누리당,경기도,시흥시갑,함진규,국회의원,56,19590813,고려대학교 대학원 법학과 박사과정 수료,(전)새누리당 대변인,46.41
124,더불어민주당,경기도,시흥시을,조정식,국회의원,52,19631225,연세대학교 건축공학과 졸업,(전)새정치민주연합 사무총장,47.02
125,더불어민주당,경기도,군포시갑,김정우,교수,47,19680618,"영)브리스톨 대학교 졸업(정책학전공, 철학박사, 2007.10~2011.9)",(현)세종대학교 행정학과 교수,38.51
126,더불어민주당,경기도,군포시을,이학영,국회의원,63,19520416,전남대학교 일반대학원 박사과정 수료(NGO협동과정),(전) 한국YMCA전국연맹 사무총장,43.85
127,새누리당,경기도,하남시,이현재,국회의원,66,19490425,건국대학교 경영학박사,(현)제19대 국회의원,50.55
128,새누리당,경기도,용인시갑,이우현,국회의원(용인시갑),59,19570103,용인대학교 경영대학원 졸업(경영학 석사),(전)용인시의회의장,44.93
129,더불어민주당,경기도,용인시을,김민기,국회의원,49,19660428,고려대학교 농업경제학과 졸업(경제학사),(전)용인시의회 민주당 대표의원,55.4
130,새누리당,경기도,용인시병,한선교,국회의원,56,19590623,성균관대학교 유학대학원(문학 석사),(전)국회 미래창조과학방송통신위원회 위원장,42.2
131,더불어민주당,경기도,용인시정,표창원,(주)표창원 범죄과학연구소 대표,49,19660503,"영국 엑시터 대학교 졸업(경찰학박사과정, 1994.9 ~ 1998.5, 경찰학박사)",(전)경찰대학 부교수,51.4
132,더불어민주당,경기도,파주시갑,윤후덕,국회의원,59,19570109,연세대학교 경제대학원 졸업(경제학 석사),(전)노무현대통령 정책조정비서관,51.56
133,더불어민주당,경기도,파주시을,박정,박정어학원 CEO,53,19621119,서울대 대학원 이학석사,(전)새정치민주연합 국제위원장   ,47.1
134,새누리당,경기도,이천시,송석준,정당인,52,19640310,미주리대학교 경제학과 경제학박사 (2002.08~2005.05),(전)서울지방국토관리청장,50.99
135,새누리당,경기도,안성시,김학용,국회의원,54,19611210,중앙대학교 사회과학대학 경제학과 졸업,(현)19대 국회의원,50.22
136,더불어민주당,경기도,김포시갑,김두관,정당인,57,19590410,동아대학교 정치외교학과 졸업,(전)제5대 행정자치부장관,59.3
137,새누리당,경기도,김포시을,홍철호,국회의원,57,19580813,예산농업전문학교(현 공주대학교) 축산과 졸업,(현)김포시 국회의원,46.77
138,새누리당,경기도,화성시갑,서청원,국회의원,73,19430403,중앙대학교 정치외교학과 졸업,(현)화성시갑 국회의원,52.29
139,더불어민주당,경기도,화성시을,이원욱,국회의원,53,19630320,고려대학교 법학과 졸업,(현)제19대 국회의원,52.54
140,더불어민주당,경기도,화성시병,권칠승,정당인,50,19651118,고려대학교 경제학과 졸업,(전)노무현대통령 비서실 행정관,50.67
141,더불어민주당,경기도,광주시갑,소병훈,도서출판산하 대표,61,19540603,성균관대학교 철학과 졸업,(현)더불어민주당 광주시갑 지역위원장,51.52
142,더불어민주당,경기도,광주시을,임종성,정당인,50,19650805,한양대학교행정자치대학원 사회복지학석사(고령화사회복지) 졸업,"(전)제7,8대 경기도 의원",56.18
143,더불어민주당,경기도,양주시,정성호,국회의원,53,19620602,서울대학교 법과대학 사법학과 졸업,(현) 제19대 국회의원(재선),61.39
144,새누리당,경기도,포천시가평군,김영우,국회의원,49,19670120,성균관대학교 국정관리대학원 박사과정 수료,(현)제18·19대재선국회의원,62.22
145,새누리당,경기도,여주시양평군,정병국,국회의원,58,19580210,성균관대학교 대학원 졸업(정치학 박사),(전)문화체육관광부 장관,63.51
146,새누리당,강원도,춘천시,김진태,국회의원,51,19641013,서울대학교 법과대학 공법학과 졸업,(전)서울중앙지검 부장검사,50.54
147,새누리당,강원도,원주시갑,김기선,국회의원,63,19521029,경희대학교 행정학과 졸업,(전)강원도 정무부지사,44.04
148,더불어민주당,강원도,원주시을,송기헌,변호사,52,19631002,서울대학교 법과대학 졸업,(전)서울지방검찰청 검사,44.27
149,새누리당,강원도,강릉시,권성동,국회의원,55,19600429,중앙대학교 법과대학 법학과 졸업,(현)제19대 국회의원,57.15
150,무소속,강원도,동해시삼척시,이철규,정치인,58,19570920,한양대학교 행정대학원 사법경찰행정학과 졸업(행정학 석사),(전) 경기지방경찰청장,48.54
151,새누리당,강원도,태백시횡성군영월군평창군정선군,염동열,국회의원,55,19610228,국민대학교 대학원 행정학과 졸업(행정학 박사),(전)새누리당 강원도당 위원장,40.74
152,새누리당,강원도,속초시고성군양양군,이양수,정당인,48,19670815,고려대학교 문과대학 불어불문학과 졸업,(전)박근혜정부 청와대 행정관,62
153,새누리당,강원도,홍천군철원군화천군양구군인제군,황영철,국회의원,50,19650713,서울대학교 사회과학대학 정치학과 졸업,(전)새누리당대변인,50.39
154,새누리당,충청북도,청주시상당구,정우택,국회의원,63,19530218,미국 하와이대학교 대학원 졸업(경제학 박사)(1984.6~1987.5),(전)충청북도지사,49.26
155,더불어민주당,충청북도,청주시서원구,오제세,국회의원,67,19490405,서울대학교 법과대학 행정학과 졸업,(전)국회 보건복지위원장,43.5
156,더불어민주당,충청북도,청주시흥덕구,도종환,국회의원,60,19550927,충남대학교 대학원 졸업(문학박사),(현)더불어민주당 국회의원,45.75
157,더불어민주당,충청북도,청주시청원구,변재일,국회의원,67,19480902,미국 펜실베니아대학교 정치학 석사 졸업(1981.9.3.~1983.5.23.),(전)정보통신부 차관,42.6
158,새누리당,충청북도,충주시,이종배,국회의원,58,19570530,고려대학교 법과대학 행정학과 졸업,(전)충주시장,61
159,새누리당,충청북도,제천시단양군,권석창,세명대학교 초빙교수,49,19660806,서울대학교 행정대학원(석사과정) 졸업,(전) 국토교통부 자동차정책기획단장,58.19
160,새누리당,충청북도,보은군옥천군영동군괴산군,박덕흠,국회의원,62,19531018,한양대학교 대학원 토목공학과 졸업 (공학박사),(전) 대한전문건설협회 중앙회 회장,56.68
161,새누리당,충청북도,증평군진천군음성군,경대수,국회의원,58,19580318,서울대학교 대학원 법학과 석사과정 수료,(전)대검찰청 마약ㆍ조직범죄부장(검사장),45.09
162,새누리당,충청남도,천안시갑,박찬우,정당인,56,19590415,성균관대학교 대학원 행정학과 졸업(행정학 박사),(전)행정안전부 제1차관,45.46
163,더불어민주당,충청남도,천안시을,박완주,국회의원,49,19661110,성균관대학교 한국철학과 졸업,(전)새정치민주연합 원내대변인,52.7
164,더불어민주당,충청남도,천안시병,양승조,국회의원,57,19590321,단국대학교 정책경영대학원 특수법무학과 졸업(법학석사),(전)민주당 최고위원,49.67
165,새누리당,충청남도,공주시부여군청양군,정진석,정당인,55,19600904,고려대학교 정치외교학과 졸업,(전) 청와대 정무수석,48.12
166,새누리당,충청남도,보령시서천군,김태흠,국회의원,53,19630111,서강대학교 공공정책대학원 사회복지정책학과 졸업(행정학 석사),(전)충남정무부지사,50.7
167,새누리당,충청남도,아산시갑,이명수,국회의원,61,19550211,성균관대학교 대학원 졸업(행정학 박사),(전)충청남도 행정부지사,55.09
168,더불어민주당,충청남도,아산시을,강훈식,동국대 언론정보대학원 겸임교수,42,19731024,건국대학교 경영정보학과 졸업,(현)더불어민주당 아산을 지역위원장,47.61
169,새누리당,충청남도,서산시태안군,성일종,고려대 대학원 겸임교수,53,19630319,광운대 대학원 환경공학 박사,(전)독도사랑운동본부 총재,39.05
170,더불어민주당,충청남도,논산시계룡시금산군,김종민,정당인,51,19640512,서울대학교 인문대학 국어국문학과 졸업,(전) 청와대 대변인,43.55
171,더불어민주당,충청남도,당진시,어기구,정당인,53,19630110,"오스트리아 빈국립대학교 사회경제계열 졸업(경제학박사, 1999.3.1∼2002.2.1.)",(전)대통령자문 노사정위원회 전문위원,40.44
172,새누리당,충청남도,홍성군예산군,홍문표,국회의원,68,19471005,한양대사회복지학석사,(전)국회예결특위위원장,42.47
173,국민의당,전라북도,전주시갑,김광수,정치인,57,19580611,전북대학교 불어불문학과 졸업,(전)제10대전북도의회의장,43.3
174,새누리당,전라북도,전주시을,정운천,정당인,62,19540410,고려대학교 농업경제학과 졸업,(전)농림수산식품부장관,37.53
175,국민의당,전라북도,전주시병,정동영,정치인,62,19530617,서울대학교 인문대학 국사학과 졸업(부전공 정치학과),(전)대통합민주신당 제17대 대통령 후보,47.72
176,국민의당,전라북도,군산시,김관영,국회의원,46,19691115,서울대학교 행정대학원 행정학 석사,(현)제19대 국회의원,47.12
177,더불어민주당,전라북도,익산시갑,이춘석,국회의원,53,19630307,원광대학교 대학원 수료 (법학박사과정),(전)민주통합당 전라북도 도당위원장,50
178,국민의당,전라북도,익산시을,조배숙,정당인,59,19560910,서울대학교 대학원 법학과 졸업,"(전)제16, 17, 18대 국회의원",46.1
179,국민의당,전라북도,정읍시고창군,유성엽,국회의원,56,19600125,서울대학교 외교학과 졸업,(전)제18대 국회의원,47.96
