,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
72,새정치민주연합,전라남도,여수시,추미향,공인중개사,50,19631207,전주대학교 일반대학원 부동산학과 졸업(부동산학 석사),(전)청암대 부동산학과 외래교수,0
73,통합진보당,전라남도,여수시,김재영,노동자,42,19720218,여수수산대학 해양정보공학과 3년 중퇴,(현)여수시친환경무상급식운동본부 집행위원장,0
74,새정치민주연합,전라남도,순천시,선순례,정당인,55,19580806,순천제일대학 사회복지과 졸업,(전)순천시 체육회 이사,0
75,새누리당,서울특별시,종로구,이미자,정당인,73,19400806,진주사범학교 졸업,(현)민주평통종로구협의회 2지회장,0
76,새정치민주연합,서울특별시,종로구,유양순,가정주부,54,19600320,진형중고등학교 졸업,(전)민주당 종로지역위원회 여성위원장,0
77,새정치민주연합,서울특별시,중구,이경일,보육교사(어린이집) 대표,71,19430123,명지대학교 사회복지대학원 석사졸업,(전)중구보육시설연합회장,0
78,새누리당,서울특별시,용산구,고진숙,대학원생,52,19610705,한양대학교 일반대학원 관광학과 박사과정 재학,(전)한양대학교 관광학부 강사,0
79,새누리당,강원도,철원군,오필례,무직,64,19500306,성암여자상업고등학교(현 성암국제무역고등학교) 졸업,(전) 한국예총철원지회장,0
80,새누리당,충청북도,청주시,이유자,건설업,44,19700523,충북대학교 산업대학원(석사) 건설공학과 토목공학 제1학년 재학,(현) 새누리당 충북도당 차세대여성위원장,0
81,새누리당,충청북도,청주시,변창수,정당인,46,19680120,원광디지털대학교 사회복지학과 졸업,(현) 충북지체장애인협회 충북협회장,0
82,새정치민주연합,충청북도,청주시,김은숙,명문건설(주) 이사,47,19661010,서원대학교 회계학과 졸업,(전) 민주당 충북도당 민주봉사단장,0
83,새누리당,충청북도,충주시,신옥선,정당인,61,19530321,충주여자고등학교 졸업,(전) 충주시 여성단체협의회 회장,0
84,새정치민주연합,충청북도,충주시,권정희,꿈나무어린이집원장,55,19580826,한국방송통신대학교 유아교육과 졸업,(현) 꿈나무어린이집 원장,0
85,새누리당,충청북도,제천시,지은영,제천호스피스센터장,60,19531014,청주교육대학졸업,(전)여성단체장(제천YWCA/제천적십자부녀봉사회),0
86,새정치민주연합,충청북도,제천시,주영숙,자영업(코렉스부페),58,19560605,성주여자고등학교 졸업,"(전)민주당 제천,단양지역위원회 여성위원장",0
87,새누리당,충청북도,단양군,이명자,복지센터 사무국장,57,19561211,주성대학교 청소년문화복지과졸업,(전)대한노인회 단양군지회 사무국장,0
88,새누리당,충청북도,청원군,윤인자,주부,54,19591225,주성대학 사회복지과 졸업,(현) 새누리당 충북도당 여성위원회 부위원장,0
89,새정치민주연합,충청북도,청원군,박금순,정당인,53,19601121,충청대학 경영회계학부 졸업,"(현) 청주,청원 통합 군민협의회 위원",0
90,새누리당,충청북도,영동군,박순복,정당인,57,19570407,영동여자고등학교 졸업,(전) 황간농협 상무,0
91,새누리당,충청북도,보은군,박경숙,정당인,52,19610715,청주대학교사범대학 지리교육과 졸업,(전)보은중 자모회장,0
92,새누리당,충청북도,옥천군,유재숙,보험설계사,53,19600926,예산농업전문대학 농업경영과 졸업,(전)국제라이온스클럽옥천목련클럽회장,0
93,새정치민주연합,서울특별시,용산구,김경실,자영업,51,19630509,상지대학교 영어교육과 졸업,(전)각당복지재단무지개호스피스 수료,0
94,새누리당,충청북도,음성군,김윤희,주부,61,19520616,안양초등학교 졸업,(전) 음성군 새마을 부녀회장,0
95,새누리당,충청북도,진천군,이영자,자영업,51,19620626,중학교입학자격검정고시,(전) 진천군 여성단체협의회장,0
96,새누리당,충청북도,괴산군,장옥자,농업,51,19621026,양백여자상업고등학교 졸업,(전)여성농업인 괴산군연합회장,0
97,새누리당,충청북도,증평군,이동령,주부,49,19650428,강동대학교 사회복지비서행정학 졸업,(현) 새누리당 증평군 여성 지회장,0
98,새누리당,충청남도,천안시,이복자,정당인,45,19681208,단국대학교 정책경영대학원 재학(석사과정) ,(현)새누리당 충남도당 부위원장,0
99,새정치민주연합,충청남도,천안시,김은나,자영업,45,19680623,예산농업전문대학 농가정과 졸업,(현)민주당 천안을 여성위원장,0
100,새정치민주연합,충청남도,천안시,엄소영,정당인,55,19581123,학점인정등에 관한 법률의 규정에 의한 호서대학교 부설 평생교육원 사회복지과정 이수중,(전)민주통합당 대통령 문재인후보 충남선거대책위원회 복지위원,0
101,새누리당,충청남도,공주시,박선자,정당인,54,19600524,공주교동초등학교졸업,(전)충남교향악단후원회 회장,0
102,새정치민주연합,충청남도,공주시,김영미,사립착한작은도서관장,43,19710303,한국영상대학교 아동복지교육과 졸업,(전)대한노인회공주시지회취업지원,0
103,새누리당,충청남도,보령시,최주경,자영업,53,19601103,동아인재대학(사회복지전공)졸업,(현)새누리당충남도당 부위원장,0
104,새정치민주연합,충청남도,보령시,강인순,자영업,52,19611205,미기재,(전)제18대대선중앙선대위소통협력위부위원장,0
105,새누리당,충청남도,아산시,이영해,정당인,42,19720128,예산여자고등학교졸업,(전)아산시 학교운영위원장협의회 사무국장,0
106,새정치민주연합,충청남도,아산시,김희영,정당인,46,19671215,성일여자고등학교졸업,(전)충남녹색어머니연합회 회장,0
107,새누리당,충청남도,서산시,장은순,한서대학교 출강강사,48,19660305,한서대 대학원 사회복지학 박사,(현)현대해상영업 및 강사,0
108,새정치민주연합,충청남도,서산시,이연희,자영업,44,19690928,한국방송통신대학교 국어국문학과 재적(4학년),(전)서산신문 편집국장,0
109,새누리당,충청남도,태안군,차윤선,전문업,43,19710306,옥천상업고등학교 졸업,(현)태안초등학교 학부모회 감사,0
110,새누리당,충청남도,금산군,황귀열,정당인,52,19611118,금산여자고등학교졸업,(현)민주평통자문위원,0
111,새누리당,충청남도,논산시,이금자,주부,62,19510720,경산1대학교 노인보건복지과 졸업,(현)새누리당충청남도당 부위원장,0
112,새정치민주연합,충청남도,논산시,민병춘,자영업,54,19600420,건양대학교 일반대학원 행정학과 박사 수료,(전)논산YWCA 사무총장,0
113,새누리당,충청남도,계룡시,허남영,강사,55,19590527,국군간호사관학교 졸업,(전)국군간호사관학교 성인간호학 교관,0
114,새누리당,충청남도,당진시,양기림,정당인,56,19571003,호서고등학교 졸업,(현)새누리당당진시 여성위원장,0
115,새정치민주연합,충청남도,당진시,황선숙,자영업,52,19610707,신성대학교 복지행정과 졸업,(전)대한적십자사 대전.세종.충남지사 당진지구협의회장,0
116,새누리당,서울특별시,성동구,은복실,정당인,60,19540427,서울디지털대학교(법무행정학) 졸업,(전) 제5대 성동구의회 전반기 복지건설 위원장,0
117,새정치민주연합,서울특별시,성동구,남연희,정당인,59,19550408,한양여자대학교 2년 재학,(전) 민주당 성동을 여성위원회 위원장,0
118,새누리당,서울특별시,광진구,김기선,주부,54,19591020,세종사이버대학교 사회복지학부 노인복지학과졸업,(전)새누리당 서울시당여성아카데미1기수료,0
119,새정치민주연합,서울특별시,광진구,오현정,개인사업,39,19750225,가톨릭대학교 의료경영대학원 졸업(경영학석사),(전)민주당 광진갑 여성위원회 수석부위원장,0
120,새누리당,서울특별시,동대문구,임현숙,정당인,56,19580113,동덕여자대학 국사교육과 졸업 (현 동덕여자대학교),(전) 민주자유당.신한국당.한나라당 동대문갑 여성부장,0
121,새정치민주연합,서울특별시,동대문구,이의안,정당인,54,19590809,서일대학교 사회복지과 재학중,(전) 민주당 서울시당 여성위원회 상임위원,0
122,새누리당,서울특별시,중랑구,장신자,정당인,51,19620622,청운대학교 철도행정토목학과 졸업,(전)중랑구묵2동주민자치위원회위원장,0
123,새정치민주연합,서울특별시,중랑구,이현배,(사)중랑통합부모회 대표이사,53,19600820,한국외국어대학교 중국어대학 중국어과 졸업,(현)사단법인 중랑통합부모회 대표이사,0
124,새누리당,서울특별시,성북구,김률희,정당인,31,19830313,경희대학교 행정대학원 행정학과 석사과정 졸업(행정학 석사),(현)새누리당 미래세대위원회 부위원장,0
125,새정치민주연합,서울특별시,성북구,이미영,주부,49,19650411,미기재,(현)서울 사랑의열매 성북구 나눔봉사단 단장,0
126,새정치민주연합,서울특별시,성북구,안향자,정당인,50,19640408,강진 칠량중학교 졸업,(전)성북교육문화사랑 대표,0
127,새누리당,서울특별시,강북구,김명숙,정당인,59,19550225,서울여자상업고등학교 졸업,(전)신일중학교 학부모회 회장,0
128,새정치민주연합,서울특별시,강북구,강선경,국회 유대운의원실 7급 비서,40,19740224,혜성여자고등학교 졸업,(현)국회의원7급비서,0
129,새누리당,서울특별시,도봉구,김미자,정당인,58,19560317,한국방송통신대학교 가정학과 1학년 재학중,(현)도봉갑 당원협의회 조직부장,0
130,새정치민주연합,서울특별시,도봉구,유기훈,사회복지사,43,19701230,성공회대학교 사회복지학과 졸업,(현)방아골종합사회복지관부장,0
131,새누리당,서울특별시,노원구,주연숙,무,51,19620918,한영신학대학교 기독교상담학과 졸업,(현)노원(병) 홍보지회장,0
132,새정치민주연합,서울특별시,노원구,이은주,무,42,19720425,목포전문대학(현 목포과학대학교) 경영과 졸업,(전)노원갑지역위원회 지방자치위원장,0
133,새정치민주연합,서울특별시,노원구,김운화,주부,44,19691028,서울여자상업고등학교 정보처리과 졸업,(전)(사)함께가는노원장애인부모회,0
134,새누리당,서울특별시,은평구,정병호,그린화원 대표,50,19631008,한국항공대학교 항공우주법학과 졸업,(현)민주평통 15대 여성위원장,0
135,새정치민주연합,서울특별시,은평구,권순선,정당인,50,19630813,고려대학교 교육대학원 석사졸업,(전)국공립 중등학교 교사,0
136,새누리당,서울특별시,서대문구,윤선경,정당인,67,19470215,대불대학교(현 세한대학교)관광영어학과 졸업,(현)서대문구 민주평화통일자문회의 여성분과위원장,0
137,새정치민주연합,서울특별시,서대문구,김혜미,자원봉사활동가,47,19660616,동국대학교 연극영화학과 졸업,(현) 사랑나눔봉사센터장,0
138,새누리당,서울특별시,마포구,김윤정,정당인,45,19690511,중앙대학교 교육대학원 졸업 (교육학석사),(전)박근혜대통령후보 조직총괄본부 인재영입위원회 정책위원장,0
139,새정치민주연합,서울특별시,마포구,강희향,어린이집 운영,45,19690207,한국방송통신대학교 유아교육학과 졸업,(현)정청래후원회총무,0
140,새누리당,서울특별시,양천구,최혜숙,정당인,47,19660627,성덕대학교 사회복지계열 졸업(2년),(현)민주평화통일 양천구협의회 자문위원,0
141,새정치민주연합,서울특별시,양천구,임정옥,정당인,49,19641112,조선대학교 국어국문학과 졸업,(전)민주당 양천갑 지역위원회 여성위원장,0
142,새누리당,서울특별시,강서구,강미영,자영업,48,19650923,한양대학교 대학원 사회복지학과 석사 졸업,(현)보건복지부정책자문위원,0
143,새정치민주연합,서울특별시,강서구,정정희,에코탑 상무이사,50,19631230,혜성여자상업고등학교 졸업,(전)국민건강보험공단강서지사 자문위원,0
144,새누리당,서울특별시,구로구,박종여,정당인,52,19610724,학점인정등에 관한 법률의 규정에 의한 행정전문학사 취득,(현)새누리당서울시당 구로을당원협의회 여성부장,0
145,새정치민주연합,서울특별시,구로구,정동순,정당인,62,19520515,동양미래대학교 1년 휴학,(현)구로구 호남향우회 여성회장,0
146,새정치민주연합,서울특별시,금천구,이경옥,어린이집 대표,50,19640223,서울영파여자고등학교 졸업,(전)금천구 가정어린이집 회장,0
147,새누리당,서울특별시,영등포구,마숙란,정당인,56,19580210,서울사회복지대학원대학교 사회복지학 재학,(현)새누리당영등포을당원협의회여성부장,0
148,새정치민주연합,서울특별시,영등포구,박정신,약사,60,19530805,동덕여자대학 약학과 졸업,(현)유진온누리약국 대표,0
149,새누리당,서울특별시,동작구,김주은,어린이집 원장,51,19620710,중앙대학교 행정대학원 졸업(석사),(전)동작구 국공립 어린이집 연합회 회장,0
150,새누리당,충청남도,부여군,유정임,무직,55,19581120,한국방통대 가정학과 졸업,(현)부여여고 총동문회 수석부회장,0
151,새정치민주연합,충청남도,부여군,송복섭,자영업,56,19570825,서해대학 케어사회복지과 졸업,(현)부여군여성단체협의회회장,0
152,새누리당,충청남도,서천군,오영란,정당인,53,19610316,정의 여자중학교 졸업,(현)생활개선 서천군 연합회 회장,0
153,새누리당,충청남도,홍성군,방은희,정당인,57,19560811,선문대 대학원 사회복지학 석사,(현)선문대학교 총동문회 부회장,0
154,새누리당,충청남도,청양군,정연옥,정당인,60,19540510,동영중학교 졸업,(현)새누리당 이완구국회의원 청양군 연락소장,0
155,새누리당,충청남도,예산군,백용자,자영업,61,19520918,남인천여자중학교 졸업,(현)국제로타리 예산능금로타리클럽 회원,0
156,새정치민주연합,충청남도,예산군,임영혜,자영업,48,19650806,경원대학교 졸업(현 가천대학교) ,(전)민주당홍성예산지역위원회 여성위원장,0
157,새누리당,전라북도,전주시,김순정,유)모두여행사 대표이사,56,19570624,경기대학교 경영학석사 졸업,(현)군장대학교 호텔경영학과 겸임교수,0
158,새정치민주연합,전라북도,전주시,서난이,정당인,27,19860812,전북대학교 대학원 정치학과 졸업,(현)새정치 민주연합전북도당집행위원,0
159,새정치민주연합,전라북도,전주시,고미희,정당인,50,19630805,전주대학교 문화산업대학원 졸업,(전) 전주시 사립유치원 연합회 부회장,0
160,새정치민주연합,전라북도,전주시,이경신,정당인,51,19630310,전주대학교금융산업부동산학과 졸업,(전)민주당전라북도당부대변인,0
161,새누리당,전라북도,군산시,방경미,상업대표,55,19590228,호원대학교 경영학부 1학년재학,미기재,0
162,새정치민주연합,전라북도,군산시,신영자,유)아미산업대표이사,59,19540730,전북대학교 환경대학원 졸업,(현)아름다운가게 군산명산점 운영위원장,0
163,새정치민주연합,전라북도,군산시,김난영,정당인,56,19580301,군산대학교 경영행정대학원 재학,(전) 민주당 군산지역 여성위원회 홍보국장,0
164,새누리당,전라북도,익산시,김민서,(유)전북토건 전무이사,48,19660518,원광대학교 경영학부 3학년 재학,미기재,0
165,새정치민주연합,전라북도,익산시,한동연,무직,52,19611225,원광대학교 응용미술학과 졸업,(현) 익산시 여성단체연합회장,0
166,새정치민주연합,전라북도,익산시,강경숙,무직,55,19581028,원광보건전문대학 졸업,(전)익산시녹색어머니연합회장,0
167,새정치민주연합,전라북도,정읍시,황혜숙,농업,53,19610203,전북과학대학교 1학년 스마트정보과 재학(2014.3.3입학),(전)민주당 전라북도당 정읍지역 여성위원장,0
168,새정치민주연합,광주광역시,광산구,최순이,광주반석교회 행정간사,40,19731130,구례고등학교 졸업,(현)민주당 광산(갑) 여성부위원장,0
169,새누리당,대전광역시,동구,박영순,정당인,51,19620729,우송공업대학 졸업(사회복지아동학과),(전)동구의회 의원,0
170,새정치민주연합,대전광역시,동구,박민자,우주어린이집 원장,45,19680614,한국방송통신대학교 유아교육과 1년 재적,(현)사단법인한국어린이집총연합회 대전시가정분과위원장,0
171,새누리당,대전광역시,중구,박주화,자영업,53,19600806,한남대학교 대학원 제5학기 재학중(경영학 박사과정),"(현)한국 미용장협회 대전,충남,충북 지회장",0
172,새정치민주연합,대전광역시,중구,오인애,정당인,59,19550323,대전여자상업고등학교 졸업,(전)민주당대전광역시당 부위원장,0
173,새누리당,대전광역시,서구,정현서,어린이집 원장,52,19620110,고구려대학교 졸업(차문화복지과),(현)서구사랑 어린이집 연합회장,0
174,새정치민주연합,대전광역시,서구,전명자,정당인,54,19590717,건양사이버대학교 재학,(전)대전광역시새마을부녀회 서구부녀회 회장,0
175,새누리당,대전광역시,유성구,강숙자,사회복지사업가,62,19520212,호원대학교 아동복지학과 졸업,(현)유성시니어클럽 관장,0
176,새정치민주연합,대전광역시,유성구,이금선,꿈이크는어린이집 대표,42,19710925,충남대학교 교육대학원 재학(석사과정),(현)대전광역시유성구가정어린이집연합회 지회장,0
177,새정치민주연합,대전광역시,대덕구,서미경,정당인,48,19651111,온양여자상업고등학교 졸업(현 온양한올고등학교),(전)제5회 지선 비례대표대덕구의회의원선거 후보,0
178,새누리당,울산광역시,중구,이복희,정당인,59,19550219,울산대학교졸업(행정학),(전)중앙동 주민자치위원장,0
179,새정치민주연합,울산광역시,중구,하경숙,강사,55,19590318,한국방송통신대학교가정학과(의상학)졸업,(현)울산여성회관생활양재강사,0
180,새누리당,울산광역시,남구,김미연,사회단체,53,19600623,울산대 정책대학원 졸업(공공정책),(전) 한국자유총연맹 울산광역시 여성협의회장,0
181,새정치민주연합,울산광역시,남구,이미영,회사원,42,19710703,울산대학교 철학과 졸업,(현)안사모울산지부 총무,0
182,새누리당,울산광역시,동구,박경옥,정당인,50,19631009,울산과학대학 사회복지과 2년 제적,(전)안효대국회의원 사무국 여성부장,0
183,새누리당,울산광역시,북구,정복금,정당인,62,19520125,동국대학교 사회과학대학원 사회복지학과 졸업(사회복지학 석사),(전)송정동 주민자치위원장,0
184,새누리당,울산광역시,울주군,정수진,회사원,46,19680220,울산대학교 경영대학원 졸업(경영학석사),(전)민주평화통일자문회의 위원,0
185,새누리당,경기도,수원시,한명숙,전문상담사,59,19550428,수원과학대학교 생활음악과 졸업 ,(현) 학교를 사랑하는 학부모모임 경기상임대표 ,0
186,새누리당,경기도,수원시,조돈빈,대한노인회 수원시팔달구 지회 지회장,75,19390410,건국대학교 상학과 졸업,(현)대한노인회 수원시팔달구지회 지회장,0
187,새정치민주연합,경기도,수원시,최영옥,정당인,47,19670106,단국대학교 대학원 교육학과 박사과정 3학기 재학 ,(전)(사단법인)수원여성의전화 대표,0
188,새정치민주연합,경기도,수원시,이미경,정당인,55,19581107,이화여자대학교 대학원 북한학과 박사과정 졸업,(전)경기도청 여성정책국장,0
189,새누리당,경기도,성남시,이승연,프리랜서 작가,40,19740403,아주대학교 정치외교학과 졸업,(전)조선일보 행복플러스 객원기자,0
